question_id,missed_columns_count,extra_columns_count,missed_columns,extra_columns,recall
813,0,11,{},"{'hero_attribute': ['attribute_id'], 'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
814,0,11,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id'], 'hero_attribute': ['attribute_id']}",1.0
815,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
816,0,11,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id'], 'hero_attribute': ['attribute_id']}",1.0
817,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'publisher_id', 'id']}",1.0
818,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
819,0,11,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id'], 'colour': ['colour']}",1.0
820,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
821,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
822,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'weight_kg', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
823,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
824,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
825,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
826,0,9,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
827,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'id']}",1.0
828,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
829,0,11,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'id']}",1.0
830,0,10,{},"{'superhero': ['full_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
831,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
832,0,10,{},"{'superhero': ['full_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
833,0,10,{},"{'superhero': ['height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
834,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'alignment_id', 'eye_colour_id', 'skin_colour_id', 'hair_colour_id', 'race_id']}",1.0
835,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id']}",1.0
836,0,10,{},"{'superhero': ['superhero_name', 'height_cm', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
837,0,1,{},{'hero_attribute': ['attribute_id']},1.0
838,0,10,{},"{'superhero': ['height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
839,0,9,{},"{'superhero': ['superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
840,0,11,{},"{'hero_attribute': ['attribute_id'], 'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
841,0,9,{},"{'superhero': ['full_name', 'superhero_name', 'height_cm', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'publisher_id']}",1.0
842,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
843,0,0,{},{},1.0
844,0,10,{},"{'superhero': ['full_name', 'height_cm', 'gender_id', 'weight_kg', 'alignment_id', 'skin_colour_id', 'hair_colour_id', 'race_id', 'publisher_id', 'id']}",1.0
845,0,10,{},"{'superhero': ['full_name', 'superhero_name', 'weight_kg', 'gender_id', 'alignment_id', 'skin_colour_id', 'eye_colour_id', 'hair_colour_id', 'race_id', 'publisher_id']}",1.0
846,0,13,{},"{'drivers': ['forename', 'number', 'surname', 'dob', 'url', 'nationality', 'code'], 'qualifying': ['qualifyid', 'q2', 'number', 'q3', 'position', 'constructorid']}",1.0
847,0,13,{},"{'drivers': ['forename', 'number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'qualifying': ['qualifyid', 'q3', 'number', 'q1', 'position', 'constructorid']}",1.0
848,0,13,{},"{'races': ['time', 'round', 'raceid', 'date', 'url', 'name'], 'circuits': ['country', 'lat', 'url', 'lng', 'circuitref', 'alt', 'name']}",1.0
849,0,13,{},"{'circuits': ['country', 'location', 'lng', 'circuitref', 'alt', 'lat'], 'races': ['time', 'round', 'year', 'raceid', 'url', 'date', 'name']}",1.0
850,0,13,{},"{'races': ['time', 'round', 'year', 'raceid', 'url', 'date'], 'circuits': ['location', 'lat', 'url', 'alt', 'circuitref', 'lng', 'name']}",1.0
851,2,4,"{'constructorstandings': ['constructorid', 'position']}","{'constructors': ['url', 'constructorref', 'wins', 'nationality']}",0.5
852,0,12,{},"{'races': ['time', 'round', 'date', 'url', 'name'], 'circuits': ['name', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
853,0,13,{},"{'races': ['time', 'round', 'year', 'raceid', 'url', 'date'], 'circuits': ['name', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
854,0,12,{},"{'circuits': ['country', 'location', 'url', 'circuitref', 'alt', 'name'], 'races': ['time', 'round', 'year', 'raceid', 'url', 'date']}",1.0
855,0,13,{},"{'circuits': ['country', 'location', 'lng', 'circuitref', 'alt', 'lat'], 'races': ['time', 'round', 'year', 'raceid', 'url', 'date', 'name']}",1.0
856,0,13,{},"{'races': ['round', 'year', 'raceid', 'url', 'date', 'name'], 'circuits': ['country', 'location', 'url', 'lng', 'circuitref', 'alt', 'lat']}",1.0
857,0,11,{},"{'circuits': ['country', 'url', 'circuitref', 'alt', 'name'], 'races': ['time', 'round', 'year', 'raceid', 'date', 'url']}",1.0
858,0,6,{},"{'constructors': ['url', 'constructorref', 'wins', 'name'], 'constructorresults': ['status', 'constructorresultsid']}",1.0
859,0,12,{},"{'qualifying': ['qualifyid', 'q2', 'number', 'q3', 'position', 'constructorid'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
860,0,13,{},"{'drivers': ['forename', 'number', 'driverref', 'surname', 'dob', 'url', 'code'], 'qualifying': ['q3', 'qualifyid', 'number', 'q1', 'position', 'constructorid']}",1.0
861,0,13,{},"{'drivers': ['forename', 'driverref', 'surname', 'dob', 'url', 'nationality', 'code'], 'qualifying': ['qualifyid', 'q2', 'number', 'q1', 'position', 'constructorid']}",1.0
862,1,18,{'drivers': ['driverid']},"{'results': ['grid', 'rank', 'number', 'fastestlap', 'milliseconds', 'position', 'laps', 'points', 'fastestlaptime', 'statusid', 'positiontext', 'fastestlapspeed', 'resultid'], 'races': ['circuitid', 'time', 'round', 'date', 'url']}",0.6666666666666666
863,0,6,{},"{'races': ['circuitid', 'time', 'round', 'date', 'url', 'name']}",1.0
864,0,18,{},"{'results': ['number', 'rank', 'fastestlaptime', 'grid', 'fastestlap', 'milliseconds', 'fastestlapspeed', 'positionorder', 'position', 'laps', 'resultid', 'points'], 'races': ['circuitid', 'time', 'round', 'year', 'url', 'name']}",1.0
865,0,17,{},"{'drivers': ['nationality', 'number', 'driverref', 'url', 'code'], 'results': ['number', 'rank', 'fastestlaptime', 'grid', 'fastestlap', 'positiontext', 'milliseconds', 'fastestlapspeed', 'laps', 'position', 'resultid', 'points']}",1.0
866,0,8,{},"{'drivers': ['nationality', 'number', 'driverref', 'dob', 'code'], 'laptimes': ['lap', 'milliseconds', 'position']}",1.0
867,0,18,{},"{'drivers': ['forename', 'number', 'driverref', 'surname', 'dob', 'url', 'code'], 'results': ['time', 'number', 'grid', 'rank', 'fastestlap', 'milliseconds', 'laps', 'position', 'resultid', 'constructorid', 'points']}",1.0
868,0,12,{},"{'circuits': ['country', 'location', 'url', 'circuitref', 'alt', 'name'], 'races': ['time', 'round', 'year', 'raceid', 'date', 'url']}",1.0
869,2,2,"{'constructors': ['url', 'constructorid']}","{'constructorresults': ['status', 'constructorresultsid']}",0.5
870,0,12,{},"{'qualifying': ['qualifyid', 'q2', 'number', 'q3', 'position', 'constructorid'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
871,0,13,{},"{'drivers': ['forename', 'number', 'driverref', 'surname', 'dob', 'url', 'code'], 'qualifying': ['q3', 'qualifyid', 'number', 'q1', 'position', 'constructorid']}",1.0
872,0,13,{},"{'drivers': ['forename', 'number', 'driverref', 'surname', 'dob', 'url', 'nationality'], 'qualifying': ['qualifyid', 'q2', 'number', 'q1', 'position', 'constructorid']}",1.0
873,0,18,{},"{'results': ['number', 'rank', 'fastestlaptime', 'grid', 'fastestlap', 'milliseconds', 'fastestlapspeed', 'position', 'laps', 'resultid', 'constructorid', 'points'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
874,0,23,{},"{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'results': ['time', 'rank', 'grid', 'fastestlaptime', 'fastestlap', 'positiontext', 'milliseconds', 'positionorder', 'fastestlapspeed', 'laps', 'resultid', 'points'], 'races': ['circuitid', 'time', 'round', 'date', 'url']}",1.0
875,0,6,{},"{'races': ['circuitid', 'time', 'round', 'date', 'url', 'name']}",1.0
876,0,19,{},"{'results': ['grid', 'rank', 'number', 'fastestlap', 'milliseconds', 'position', 'laps', 'points', 'fastestlaptime', 'statusid', 'fastestlapspeed', 'positionorder', 'resultid'], 'races': ['circuitid', 'time', 'round', 'year', 'url', 'name']}",1.0
877,0,17,{},"{'drivers': ['nationality', 'number', 'driverref', 'url', 'code'], 'results': ['number', 'rank', 'fastestlaptime', 'grid', 'fastestlap', 'milliseconds', 'fastestlapspeed', 'positionorder', 'laps', 'position', 'resultid', 'constructorid']}",1.0
878,0,9,{},"{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'laptimes': ['lap', 'milliseconds', 'position']}",1.0
879,0,19,{},"{'drivers': ['forename', 'number', 'driverref', 'surname', 'dob', 'url', 'code'], 'results': ['time', 'number', 'grid', 'rank', 'fastestlap', 'statusid', 'milliseconds', 'raceid', 'laps', 'position', 'resultid', 'constructorid']}",1.0
880,0,18,{},"{'results': ['time', 'grid', 'rank', 'fastestlaptime', 'fastestlap', 'statusid', 'positiontext', 'milliseconds', 'laps', 'position', 'resultid', 'points'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
881,0,18,{},"{'results': ['number', 'rank', 'fastestlaptime', 'grid', 'fastestlap', 'statusid', 'milliseconds', 'fastestlapspeed', 'laps', 'position', 'resultid', 'points'], 'races': ['circuitid', 'time', 'round', 'year', 'url', 'name']}",1.0
882,0,6,{},"{'races': ['circuitid', 'time', 'round', 'raceid', 'url', 'date']}",1.0
883,0,6,{},"{'races': ['circuitid', 'time', 'round', 'raceid', 'date', 'url']}",1.0
884,0,6,{},"{'races': ['circuitid', 'time', 'round', 'year', 'raceid', 'url']}",1.0
885,0,4,{},"{'races': ['circuitid', 'url', 'raceid', 'time']}",1.0
886,0,6,{},"{'races': ['circuitid', 'time', 'raceid', 'date', 'url', 'name']}",1.0
887,0,6,{},"{'races': ['circuitid', 'time', 'round', 'raceid', 'url', 'date']}",1.0
888,0,11,{},"{'circuits': ['lat', 'url', 'alt', 'circuitref', 'lng', 'name'], 'races': ['time', 'round', 'raceid', 'date', 'url']}",1.0
889,0,11,{},"{'races': ['url', 'raceid', 'time', 'round'], 'circuits': ['country', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
890,0,13,{},"{'races': ['time', 'round', 'year', 'raceid', 'url', 'date'], 'circuits': ['country', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
891,0,15,{},"{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'driverstandings': ['positiontext', 'wins', 'points', 'driverstandingsid'], 'races': ['circuitid', 'time', 'round', 'date', 'url']}",1.0
892,1,10,{'races': ['raceid']},"{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'driverstandings': ['positiontext', 'wins', 'position', 'driverstandingsid']}",0.6666666666666666
893,3,11,"{'driverstandings': ['driverid', 'raceid', 'points']}","{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'races': ['circuitid', 'time', 'round', 'date', 'url']}",0.6666666666666666
894,0,15,{},"{'laptimes': ['lap', 'time', 'position'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'races': ['circuitid', 'time', 'round', 'year', 'date', 'url']}",1.0
895,0,14,{},"{'laptimes': ['lap', 'time', 'position'], 'races': ['circuitid', 'time', 'round', 'date', 'url'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
896,4,13,"{'driverstandings': ['driverid', 'raceid', 'position', 'driverstandingsid']}","{'races': ['circuitid', 'time', 'round', 'date', 'url', 'name'], 'drivers': ['forename', 'number', 'driverref', 'dob', 'url', 'nationality', 'code']}",0.6666666666666666
897,0,9,{},"{'drivers': ['number', 'driverref', 'dob', 'url', 'code'], 'driverstandings': ['positiontext', 'raceid', 'position', 'driverstandingsid']}",1.0
898,0,5,{},"{'drivers': ['number', 'driverid', 'driverref', 'url', 'code']}",1.0
899,0,12,{},"{'circuits': ['country', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat'], 'races': ['time', 'round', 'year', 'url', 'name']}",1.0
900,0,10,{},"{'circuits': ['url', 'alt', 'circuitref', 'lng', 'lat'], 'races': ['time', 'round', 'raceid', 'date', 'url']}",1.0
901,0,10,{},"{'races': ['url', 'raceid', 'time', 'round'], 'circuits': ['country', 'url', 'lng', 'circuitref', 'alt', 'lat']}",1.0
902,3,12,"{'driverstandings': ['driverid', 'raceid', 'position']}","{'races': ['circuitid', 'time', 'round', 'year', 'url', 'date'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",0.6666666666666666
903,0,23,{},"{'driverstandings': ['positiontext', 'points', 'position', 'driverstandingsid'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'races': ['time', 'round', 'year', 'url', 'date', 'name'], 'circuits': ['country', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
904,0,14,{},"{'races': ['circuitid', 'time', 'round', 'date', 'url'], 'laptimes': ['lap', 'time', 'position'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
905,3,12,"{'driverstandings': ['driverid', 'raceid', 'points']}","{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'races': ['circuitid', 'time', 'round', 'date', 'url', 'name']}",0.6666666666666666
906,0,15,{},"{'races': ['circuitid', 'time', 'round', 'date', 'url'], 'driverstandings': ['positiontext', 'wins', 'position', 'driverstandingsid'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
907,0,11,{},"{'races': ['url', 'raceid', 'time', 'round'], 'circuits': ['name', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
908,0,15,{},"{'laptimes': ['milliseconds', 'driverid', 'time', 'position'], 'races': ['date', 'url', 'time', 'round'], 'circuits': ['country', 'lat', 'url', 'lng', 'circuitref', 'alt', 'name']}",1.0
909,0,13,{},"{'races': ['time', 'round', 'year', 'raceid', 'url', 'date'], 'circuits': ['location', 'lat', 'url', 'alt', 'circuitref', 'lng', 'name']}",1.0
910,0,6,{},"{'circuits': ['country', 'circuitid', 'location', 'url', 'circuitref', 'alt']}",1.0
911,0,7,{},"{'circuits': ['country', 'circuitid', 'location', 'url', 'lng', 'circuitref', 'alt']}",1.0
912,0,7,{},"{'circuits': ['country', 'circuitid', 'location', 'url', 'lng', 'alt', 'lat']}",1.0
913,0,7,{},"{'circuits': ['circuitid', 'location', 'lat', 'url', 'circuitref', 'lng', 'name']}",1.0
914,0,7,{},"{'drivers': ['forename', 'number', 'driverref', 'surname', 'dob', 'url', 'nationality']}",1.0
915,0,7,{},"{'drivers': ['forename', 'number', 'driverref', 'driverid', 'surname', 'url', 'code']}",1.0
916,0,7,{},"{'drivers': ['forename', 'number', 'driverref', 'driverid', 'dob', 'url', 'code']}",1.0
917,0,6,{},"{'drivers': ['number', 'driverid', 'driverref', 'dob', 'nationality', 'code']}",1.0
918,0,6,{},"{'drivers': ['number', 'driverid', 'dob', 'url', 'nationality', 'code']}",1.0
919,0,12,{},"{'circuits': ['country', 'location', 'url', 'lng', 'circuitref', 'alt', 'lat'], 'races': ['time', 'round', 'raceid', 'date', 'url']}",1.0
920,0,13,{},"{'races': ['time', 'round', 'raceid', 'date', 'url', 'name'], 'circuits': ['country', 'location', 'url', 'alt', 'circuitref', 'lng', 'lat']}",1.0
921,0,13,{},"{'circuits': ['country', 'location', 'lng', 'circuitref', 'alt', 'lat'], 'races': ['time', 'round', 'year', 'raceid', 'url', 'date', 'name']}",1.0
922,0,11,{},"{'races': ['url', 'raceid', 'round'], 'circuits': ['country', 'location', 'lat', 'url', 'lng', 'circuitref', 'alt', 'name']}",1.0
923,0,14,{},"{'races': ['time', 'round', 'year', 'raceid', 'url', 'date', 'name'], 'circuits': ['location', 'lat', 'url', 'alt', 'circuitref', 'lng', 'name']}",1.0
924,0,13,{},"{'races': ['time', 'round', 'year', 'raceid', 'url', 'name'], 'circuits': ['country', 'location', 'url', 'lng', 'circuitref', 'alt', 'lat']}",1.0
925,0,12,{},"{'circuits': ['country', 'name', 'location', 'lng', 'circuitref', 'alt', 'lat'], 'races': ['time', 'round', 'raceid', 'date', 'url']}",1.0
926,0,19,{},"{'results': ['time', 'rank', 'grid', 'number', 'fastestlap', 'positiontext', 'fastestlapspeed', 'milliseconds', 'raceid', 'laps', 'position', 'resultid', 'points'], 'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code']}",1.0
927,0,18,{},"{'drivers': ['number', 'driverref', 'dob', 'url', 'nationality', 'code'], 'results': ['time', 'number', 'grid', 'rank', 'fastestlap', 'milliseconds', 'raceid', 'laps', 'position', 'resultid', 'constructorid', 'points']}",1.0
